"","municip_code","state_code","municipality","total_pop","margin_index","marg_grade","deaths_total","deaths_execution","deaths_confront","deaths_aggression"
"1",1001,"01","Aguascalientes","797 010",-1.7684,"Muy bajo",37,35,0,2
"2",1002,"01","Asientos","45 492",-0.4626,"Medio",0,0,0,0
"3",1003,"01","Calvillo","54 136",-0.754,"Bajo",0,0,0,0
"4",1004,"01","Cosío","15 042",-0.6478,"Medio",3,3,0,0
"5",1005,"01","Jesús María","99 590",-1.2622,"Muy bajo",0,0,0,0
"6",1006,"01","Pabellón de Arteaga","41 862",-1.2451,"Bajo",1,0,0,1
"7",1007,"01","Rincón de Romos","49 156",-1.0346,"Bajo",2,0,2,0
"8",1008,"01","San José de Gracia","8 443",-0.7534,"Bajo",0,0,0,0
"9",1009,"01","Tepezalá","19 668",-0.6085,"Medio",1,1,0,0
"10",1010,"01","El Llano","18 828",-0.6723,"Medio",1,1,0,0
"11",1011,"01","San Francisco de los Romo","35 769",-1.1444,"Bajo",1,0,0,1
"12",2001,"02","Ensenada","466 814",-1.3605,"Muy bajo",16,16,0,0
"13",2002,"02","Mexicali","936 826",-1.7544,"Muy bajo",29,29,0,0
"14",2003,"02","Tecate","101 079",-1.4951,"Muy bajo",5,5,0,0
"15",2004,"02","Tijuana","1 559 683",-1.8166,"Muy bajo",472,461,11,0
"16",2005,"02","Playas de Rosarito","90 668",-1.4881,"Muy bajo",18,15,0,3
"17",3001,"03","Comondú","70 816",-1.1999,"Bajo",0,0,0,0
"18",3002,"03","Mulegé","59 114",-1.0868,"Bajo",1,1,0,0
"19",3003,"03","La Paz","251 871",-1.7448,"Muy bajo",5,5,0,0
"20",3008,"03","Los Cabos","238 487",-1.4602,"Muy bajo",4,3,1,0
"21",3009,"03","Loreto","16 738",-1.2663,"Muy bajo",0,0,0,0
"22",4001,"04","Calkiní","52 890",-0.2367,"Medio",0,0,0,0
"23",4002,"04","Campeche","259 005",-1.379,"Muy bajo",0,0,0,0
"24",4003,"04","Carmen","221 094",-1.1853,"Bajo",10,9,1,0
"25",4004,"04","Champotón","83 021",-0.2854,"Medio",0,0,0,0
"26",4005,"04","Hecelchakán","28 306",-0.2905,"Medio",0,0,0,0
"27",4006,"04","Hopelchén","37 777",0.1559,"Medio",0,0,0,0
"28",4007,"04","Palizada","8 352",0.1528,"Medio",0,0,0,0
"29",4008,"04","Tenabo","9 736",-0.0674,"Medio",0,0,0,0
"30",4009,"04","Escárcega","54 184",-0.1449,"Medio",0,0,0,0
"31",4010,"04","Calakmul","26 882",0.8391,"Alto",0,0,0,0
"32",4011,"04","Candelaria","41 194",0.6568,"Alto",0,0,0,0
"33",5001,"05","Abasolo","1 070",-1.0956,"Bajo",0,0,0,0
"34",5002,"05","Acuña","136 755",-1.3788,"Muy bajo",2,2,0,0
"35",5003,"05","Allende","22 675",-1.6381,"Muy bajo",1,1,0,0
"36",5004,"05","Arteaga","22 544",-0.7198,"Bajo",0,0,0,0
"37",5005,"05","Candela","1 808",-0.6455,"Medio",0,0,0,0
"38",5006,"05","Castaños","25 892",-1.4526,"Muy bajo",0,0,0,0
"39",5007,"05","Cuatro Ciénegas","13 013",-0.9116,"Bajo",0,0,0,0
"40",5008,"05","Escobedo","2 901",-0.8102,"Bajo",0,0,0,0
"41",5009,"05","Francisco I. Madero","55 676",-1.0346,"Bajo",5,4,1,0
"42",5010,"05","Frontera","75 215",-1.639,"Muy bajo",1,1,0,0
"43",5011,"05","General Cepeda","11 682",-0.432,"Medio",0,0,0,0
"44",5012,"05","Guerrero","2 091",-0.7905,"Bajo",0,0,0,0
"45",5013,"05","Hidalgo","1 852",-0.8871,"Bajo",0,0,0,0
"46",5014,"05","Jiménez","9 935",-0.2634,"Medio",0,0,0,0
"47",5015,"05","Juárez","1 599",-0.8615,"Bajo",0,0,0,0
"48",5016,"05","Lamadrid","1 835",-1.1245,"Bajo",0,0,0,0
"49",5017,"05","Matamoros","107 160",-1.2077,"Bajo",15,10,5,0
"50",5018,"05","Monclova","216 206",-1.8714,"Muy bajo",0,0,0,0
"51",5019,"05","Morelos","8 207",-1.5234,"Muy bajo",0,0,0,0
"52",5020,"05","Múzquiz","66 834",-1.3915,"Muy bajo",0,0,0,0
"53",5021,"05","Nadadores","6 335",-0.9833,"Bajo",0,0,0,0
"54",5022,"05","Nava","27 928",-1.4629,"Muy bajo",0,0,0,0
"55",5023,"05","Ocampo","10 991",-0.6329,"Medio",0,0,0,0
"56",5024,"05","Parras","45 401",-1.0169,"Bajo",0,0,0,0
"57",5025,"05","Piedras Negras","152 806",-1.7111,"Muy bajo",8,6,2,0
"58",5026,"05","Progreso","3 473",-0.9893,"Bajo",0,0,0,0
"59",5027,"05","Ramos Arizpe","75 461",-1.7052,"Muy bajo",1,1,0,0
"60",5028,"05","Sabinas","60 847",-1.742,"Muy bajo",0,0,0,0
"61",5029,"05","Sacramento","2 314",-1.1096,"Bajo",0,0,0,0
"62",5030,"05","Saltillo","725 123",-1.8934,"Muy bajo",15,6,8,1
"63",5031,"05","San Buenaventura","22 149",-1.6861,"Muy bajo",0,0,0,0
"64",5032,"05","San Juan de Sabinas","41 649",-1.6996,"Muy bajo",2,2,0,0
"65",5033,"05","San Pedro","102 650",-0.9018,"Bajo",15,13,2,0
"66",5034,"05","Sierra Mojada","6 375",-1.0414,"Bajo",0,0,0,0
"67",5035,"05","Torreón","639 629",-1.8806,"Muy bajo",316,279,29,8
"68",5036,"05","Viesca","21 319",-0.5252,"Medio",2,2,0,0
"69",5037,"05","Villa Unión","6 289",-1.2858,"Muy bajo",1,1,0,0
"70",5038,"05","Zaragoza","12 702",-1.2272,"Bajo",0,0,0,0
"71",6001,"06","Armería","28 695",-0.689,"Medio",5,5,0,0
"72",6002,"06","Colima","146 904",-1.6983,"Muy bajo",26,17,9,0
"73",6003,"06","Comala","20 888",-0.9306,"Bajo",3,3,0,0
"74",6004,"06","Coquimatlán","19 385",-0.9558,"Bajo",0,0,0,0
"75",6005,"06","Cuauhtémoc","27 107",-1.3418,"Muy bajo",2,2,0,0
"76",6006,"06","Ixtlahuacán","5 300",-0.3028,"Medio",1,1,0,0
"77",6007,"06","Manzanillo","161 420",-1.5533,"Muy bajo",21,19,0,2
"78",6008,"06","Minatitlán","8 174",-0.8135,"Bajo",0,0,0,0
"79",6009,"06","Tecomán","112 726",-0.8704,"Bajo",23,12,11,0
"80",6010,"06","Villa de Álvarez","119 956",-1.928,"Muy bajo",20,19,1,0
"81",7001,"07","Acacoyagua","16 814",0.3811,"Medio",0,0,0,0
"82",7002,"07","Acala","28 947",0.3648,"Medio",0,0,0,0
"83",7003,"07","Acapetahua","27 580",0.8691,"Alto",2,2,0,0
"84",7004,"07","Altamirano","29 865",1.1079,"Muy alto",0,0,0,0
"85",7005,"07","Amatán","21 275",1.5584,"Muy alto",0,0,0,0
"86",7006,"07","Amatenango de la Frontera","29 547",0.8562,"Alto",0,0,0,0
"87",7007,"07","Amatenango del Valle","8 728",2.057,"Muy alto",0,0,0,0
"88",7008,"07","Angel Albino Corzo","26 628",0.6673,"Alto",1,1,0,0
"89",7009,"07","Arriaga","40 042",-0.1477,"Medio",0,0,0,0
"90",7010,"07","Bejucal de Ocampo","7 623",1.0975,"Muy alto",0,0,0,0
"91",7011,"07","Bella Vista","19 281",0.662,"Alto",0,0,0,0
"92",7012,"07","Berriozábal","43 179",0.48,"Alto",0,0,0,0
"93",7013,"07","Bochil","30 642",0.5395,"Alto",0,0,0,0
"94",7014,"07","El Bosque","18 559",1.0482,"Muy alto",1,1,0,0
"95",7015,"07","Cacahoatán","43 811",0.0062,"Medio",2,0,2,0
"96",7016,"07","Catazajá","17 140",0.3623,"Medio",0,0,0,0
"97",7017,"07","Cintalapa","78 114",0.1305,"Medio",2,2,0,0
"98",7018,"07","Coapilla","8 444",0.6728,"Alto",0,0,0,0
"99",7019,"07","Comitán de Domínguez","141 013",-0.3986,"Medio",4,4,0,0
"100",7020,"07","La Concordia","44 082",1.0425,"Muy alto",0,0,0,0
"101",7021,"07","Copainalá","21 050",0.2983,"Medio",0,0,0,0
"102",7022,"07","Chalchihuitán","14 027",2.7377,"Muy alto",0,0,0,0
"103",7023,"07","Chamula","76 941",1.8149,"Muy alto",0,0,0,0
"104",7024,"07","Chanal","10 817",1.5105,"Muy alto",0,0,0,0
"105",7025,"07","Chapultenango","7 332",0.9249,"Alto",0,0,0,0
"106",7026,"07","Chenalhó","36 111",1.8006,"Muy alto",0,0,0,0
"107",7027,"07","Chiapa de Corzo","87 603",-0.1478,"Medio",0,0,0,0
"108",7028,"07","Chiapilla","5 405",0.7334,"Alto",0,0,0,0
"109",7029,"07","Chicoasén","5 018",0.0405,"Medio",0,0,0,0
"110",7030,"07","Chicomuselo","31 515",0.98,"Muy alto",0,0,0,0
"111",7031,"07","Chilón","111 554",2.0887,"Muy alto",0,0,0,0
"112",7032,"07","Escuintla","30 068",0.5387,"Alto",0,0,0,0
"113",7033,"07","Francisco León","7 000",1.1715,"Muy alto",0,0,0,0
"114",7034,"07","Frontera Comalapa","67 012",0.2219,"Medio",2,1,0,1
"115",7035,"07","Frontera Hidalgo","12 665",0.4473,"Alto",0,0,0,0
"116",7036,"07","La Grandeza","7 272",0.756,"Alto",0,0,0,0
"117",7037,"07","Huehuetán","33 444",0.7292,"Alto",0,0,0,0
"118",7038,"07","Huixtán","21 507",1.5177,"Muy alto",0,0,0,0
"119",7039,"07","Huitiupán","22 536",1.3131,"Muy alto",0,0,0,0
"120",7040,"07","Huixtla","51 359",0.005,"Medio",2,2,0,0
"121",7041,"07","La Independencia","41 266",0.6939,"Alto",0,0,0,0
"122",7042,"07","Ixhuatán","10 239",0.7028,"Alto",0,0,0,0
"123",7043,"07","Ixtacomitán","10 176",0.4097,"Alto",0,0,0,0
"124",7044,"07","Ixtapa","24 517",0.6228,"Alto",0,0,0,0
"125",7045,"07","Ixtapangajoya","5 478",1.0495,"Muy alto",0,0,0,0
"126",7046,"07","Jiquipilas","37 818",0.2513,"Medio",0,0,0,0
"127",7047,"07","Jitotol","18 683",0.7521,"Alto",0,0,0,0
"128",7048,"07","Juárez","21 084",0.1949,"Medio",1,1,0,0
"129",7049,"07","Larráinzar","20 349",1.37,"Muy alto",0,0,0,0
"130",7050,"07","La Libertad","4 974",0.3721,"Medio",0,0,0,0
"131",7051,"07","Mapastepec","43 913",0.3682,"Medio",1,1,0,0
"132",7052,"07","Las Margaritas","111 484",1.2192,"Muy alto",1,1,0,0
"133",7053,"07","Mazapa de Madero","7 793",0.7953,"Alto",0,0,0,0
"134",7054,"07","Mazatán","26 573",0.7512,"Alto",0,0,0,0
"135",7055,"07","Metapa","5 033",0.0801,"Medio",0,0,0,0
"136",7056,"07","Mitontic","11 157",1.9064,"Muy alto",0,0,0,0
"137",7057,"07","Motozintla","69 119",0.4761,"Alto",0,0,0,0
"138",7058,"07","Nicolás Ruíz","4 317",1.0277,"Muy alto",0,0,0,0
"139",7059,"07","Ocosingo","198 877",1.2555,"Muy alto",0,0,0,0
"140",7060,"07","Ocotepec","11 878",1.7013,"Muy alto",0,0,0,0
"141",7061,"07","Ocozocoautla de Espinosa","82 059",0.4129,"Alto",0,0,0,0
"142",7062,"07","Ostuacán","17 067",0.9511,"Muy alto",0,0,0,0
"143",7063,"07","Osumacinta","3 792",-0.1281,"Medio",0,0,0,0
"144",7064,"07","Oxchuc","43 350",1.6591,"Muy alto",0,0,0,0
"145",7065,"07","Palenque","110 918",0.6196,"Alto",5,5,0,0
"146",7066,"07","Pantelhó","20 589",2.1298,"Muy alto",0,0,0,0
"147",7067,"07","Pantepec","10 870",1.217,"Muy alto",0,0,0,0
"148",7068,"07","Pichucalco","29 813",-0.0293,"Medio",0,0,0,0
"149",7069,"07","Pijijiapan","50 079",0.5234,"Alto",2,2,0,0
"150",7070,"07","El Porvenir","13 201",1.0648,"Muy alto",0,0,0,0
"151",7071,"07","Villa Comaltitlán","27 899",0.923,"Alto",0,0,0,0
"152",7072,"07","Pueblo Nuevo Solistahuacán","31 075",0.9289,"Alto",0,0,0,0
"153",7073,"07","Rayón","9 002",0.5298,"Alto",0,0,0,0
"154",7074,"07","Reforma","40 711",-0.728,"Bajo",0,0,0,0
"155",7075,"07","Las Rosas","25 530",1,"Muy alto",0,0,0,0
"156",7076,"07","Sabanilla","25 187",1.3443,"Muy alto",0,0,0,0
"157",7077,"07","Salto de Agua","57 253",1.3947,"Muy alto",0,0,0,0
"158",7078,"07","San Cristóbal de las Casas","185 917",-0.5288,"Medio",1,1,0,0
"159",7079,"07","San Fernando","33 060",0.1281,"Medio",0,0,0,0
"160",7080,"07","Siltepec","38 143",1.0749,"Muy alto",0,0,0,0
"161",7081,"07","Simojovel","40 297",1.0827,"Muy alto",0,0,0,0
"162",7082,"07","Sitalá","12 269",3.1224,"Muy alto",0,0,0,0
"163",7083,"07","Socoltenango","17 125",0.7594,"Alto",1,1,0,0
"164",7084,"07","Solosuchiapa","8 065",0.4173,"Alto",0,0,0,0
"165",7085,"07","Soyaló","9 740",0.3808,"Medio",0,0,0,0
"166",7086,"07","Suchiapa","21 045",-0.1567,"Medio",0,0,0,0
"167",7087,"07","Suchiate","35 056",0.6223,"Alto",10,10,0,0
"168",7088,"07","Sunuapa","2 235",0.9466,"Muy alto",0,0,0,0
"169",7089,"07","Tapachula","320 451",-0.4373,"Medio",13,13,0,0
"170",7090,"07","Tapalapa","4 121",0.7511,"Alto",0,0,0,0
"171",7091,"07","Tapilula","12 170",-0.0196,"Medio",0,0,0,0
"172",7092,"07","Tecpatán","41 045",0.6351,"Alto",0,0,0,0
"173",7093,"07","Tenejapa","40 268",1.1828,"Muy alto",0,0,0,0
"174",7094,"07","Teopisca","37 607",0.9361,"Alto",0,0,0,0
"175",7096,"07","Tila","71 432",1.2749,"Muy alto",0,0,0,0
"176",7097,"07","Tonalá","84 594",0.0278,"Medio",0,0,0,0
"177",7098,"07","Totolapa","6 375",1.2046,"Muy alto",0,0,0,0
"178",7099,"07","La Trinitaria","72 769",0.5601,"Alto",5,5,0,0
"179",7100,"07","Tumbalá","31 723",1.7534,"Muy alto",0,0,0,0
"180",7101,"07","Tuxtla Gutiérrez","553 374",-1.3448,"Muy bajo",8,1,6,1
"181",7102,"07","Tuxtla Chico","37 737",0.3372,"Medio",1,1,0,0
"182",7103,"07","Tuzantán","28 137",0.7472,"Alto",1,1,0,0
"183",7104,"07","Tzimol","14 009",0.573,"Alto",0,0,0,0
"184",7105,"07","Unión Juárez","14 089",0.2201,"Medio",0,0,0,0
"185",7106,"07","Venustiano Carranza","61 341",0.733,"Alto",0,0,0,0
"186",7107,"07","Villa Corzo","74 477",0.6931,"Alto",1,1,0,0
"187",7108,"07","Villaflores","98 618",0.1914,"Medio",0,0,0,0
"188",7109,"07","Yajalón","34 028",1.2249,"Muy alto",1,1,0,0
"189",7110,"07","San Lucas","6 734",1.2205,"Muy alto",0,0,0,0
"190",7111,"07","Zinacantán","36 489",1.6543,"Muy alto",0,0,0,0
"191",7112,"07","San Juan Cancuc","29 016",2.0276,"Muy alto",0,0,0,0
"192",7113,"07","Aldama","5 072",1.3787,"Muy alto",0,0,0,0
"193",7114,"07","Benemérito de las Américas","17 282",0.8761,"Alto",7,7,0,0
"194",7115,"07","Maravilla Tenejapa","11 451",1.527,"Muy alto",0,0,0,0
"195",7116,"07","Marqués de Comillas","9 856",1.2957,"Muy alto",2,2,0,0
"196",7117,"07","Montecristo de Guerrero","6 900",1.0335,"Muy alto",0,0,0,0
"197",7118,"07","San Andrés Duraznal","4 545",1.3723,"Muy alto",0,0,0,0
"198",7119,"07","Santiago el Pinar","3 245",1.2783,"Muy alto",0,0,0,0
"199",8001,"08","Ahumada","11 457",-1.224,"Bajo",7,7,0,0
"200",8002,"08","Aldama","22 302",-1.5745,"Muy bajo",4,2,2,0
"201",8003,"08","Allende","8 409",-0.9685,"Bajo",8,8,0,0
"202",8004,"08","Aquiles Serdán","10 688",-1.6322,"Muy bajo",16,7,9,0
"203",8005,"08","Ascensión","23 975",-0.9254,"Bajo",56,56,0,0
"204",8006,"08","Bachíniva","6 011",-0.905,"Bajo",3,3,0,0
"205",8007,"08","Balleza","17 672",1.9968,"Muy alto",12,12,0,0
"206",8008,"08","Batopilas","14 362",3.9467,"Muy alto",13,11,2,0
"207",8009,"08","Bocoyna","28 766",0.3627,"Medio",25,21,4,0
"208",8010,"08","Buenaventura","22 378",-1.0492,"Bajo",2,2,0,0
"209",8011,"08","Camargo","48 748",-1.5503,"Muy bajo",61,57,4,0
"210",8012,"08","Carichí","8 795",2.4398,"Muy alto",10,10,0,0
"211",8013,"08","Casas Grandes","10 587",-0.9932,"Bajo",10,10,0,0
"212",8014,"08","Coronado","2 284",-0.7097,"Bajo",0,0,0,0
"213",8015,"08","Coyame del Sotol","1 681",-0.6004,"Medio",0,0,0,0
"214",8016,"08","La Cruz","3 982",-1.0653,"Bajo",2,2,0,0
"215",8017,"08","Cuauhtémoc","154 639",-1.6945,"Muy bajo",41,37,4,0
"216",8018,"08","Cusihuiriachi","5 414",-0.8241,"Bajo",8,8,0,0
"217",8019,"08","Chihuahua","819 543",-2.0227,"Muy bajo",670,631,26,13
"218",8020,"08","Chínipas","8 441",1.9031,"Muy alto",5,5,0,0
"219",8021,"08","Delicias","137 935",-1.7025,"Muy bajo",69,68,1,0
"220",8022,"08","Dr. Belisario Domínguez","2 911",-0.6016,"Medio",0,0,0,0
"221",8023,"08","Galeana","5 892",-0.9612,"Bajo",0,0,0,0
"222",8024,"08","Santa Isabel","3 937",-1.0858,"Bajo",2,2,0,0
"223",8025,"08","Gómez Farías","8 624",-1.2413,"Bajo",0,0,0,0
"224",8026,"08","Gran Morelos","3 209",-0.6652,"Medio",8,7,1,0
"225",8027,"08","Guachochi","49 689",2.3833,"Muy alto",13,13,0,0
"226",8028,"08","Guadalupe","6 458",-0.6794,"Medio",55,54,1,0
"227",8029,"08","Guadalupe y Calvo","53 499",2.5639,"Muy alto",58,55,3,0
"228",8030,"08","Guazapares","8 998",1.7108,"Muy alto",6,6,0,0
"229",8031,"08","Guerrero","39 626",-0.7721,"Bajo",21,20,1,0
"230",8032,"08","Hidalgo del Parral","107 061",-1.689,"Muy bajo",100,97,3,0
"231",8033,"08","Huejotitán","1 049",-0.0374,"Medio",1,1,0,0
"232",8034,"08","Ignacio Zaragoza","6 934",-0.7584,"Bajo",0,0,0,0
"233",8035,"08","Janos","10 953",-0.7444,"Bajo",12,12,0,0
"234",8036,"08","Jiménez","41 265",-1.3018,"Muy bajo",48,46,2,0
"235",8037,"08","Juárez","1 332 131",-1.6036,"Muy bajo",2738,2661,38,39
"236",8038,"08","Julimes","4 953",-0.9234,"Bajo",3,3,0,0
"237",8039,"08","López","4 025",-0.9158,"Bajo",10,10,0,0
"238",8040,"08","Madera","29 611",-0.8648,"Bajo",26,17,9,0
"239",8041,"08","Maguarichi","1 921",1.1336,"Muy alto",0,0,0,0
"240",8042,"08","Manuel Benavides","1 601",0.174,"Medio",0,0,0,0
"241",8043,"08","Matachí","3 104",-0.7998,"Bajo",0,0,0,0
"242",8044,"08","Matamoros","4 499",-0.9359,"Bajo",14,14,0,0
"243",8045,"08","Meoqui","43 833",-1.3887,"Muy bajo",53,49,2,2
"244",8046,"08","Morelos","8 343",2.504,"Muy alto",1,1,0,0
"245",8047,"08","Moris","5 312",0.6338,"Alto",9,9,0,0
"246",8048,"08","Namiquipa","22 880",-1.0528,"Bajo",6,5,1,0
"247",8049,"08","Nonoava","2 849",0.6619,"Alto",0,0,0,0
"248",8050,"08","Nuevo Casas Grandes","59 337",-1.6599,"Muy bajo",29,29,0,0
"249",8051,"08","Ocampo","7 546",0.4351,"Alto",1,1,0,0
"250",8052,"08","Ojinaga","26 304",-1.5311,"Muy bajo",20,20,0,0
"251",8053,"08","Praxedis G. Guerrero","4 799",-0.7039,"Bajo",35,35,0,0
"252",8054,"08","Riva Palacio","8 012",-1.2806,"Muy bajo",24,24,0,0
"253",8055,"08","Rosales","16 785",-1.1063,"Bajo",12,12,0,0
"254",8056,"08","Rosario","2 235",-0.1592,"Medio",0,0,0,0
"255",8057,"08","San Francisco de Borja","2 290",-0.4237,"Medio",0,0,0,0
"256",8058,"08","San Francisco de Conchos","2 983",-1.1129,"Bajo",1,1,0,0
"257",8059,"08","San Francisco del Oro","4 753",-1.1679,"Bajo",0,0,0,0
"258",8060,"08","Santa Bárbara","10 427",-1.5389,"Muy bajo",5,5,0,0
"259",8061,"08","Satevó","3 662",-0.7049,"Bajo",5,5,0,0
"260",8062,"08","Saucillo","32 325",-1.3058,"Muy bajo",20,19,1,0
"261",8063,"08","Temósachic","6 211",-0.005,"Medio",13,13,0,0
"262",8064,"08","El Tule","1 869",-0.1324,"Medio",0,0,0,0
"263",8065,"08","Urique","20 386",1.8747,"Muy alto",40,27,13,0
"264",8066,"08","Uruachi","8 200",1.8873,"Muy alto",7,7,0,0
"265",8067,"08","Valle de Zaragoza","5 105",-0.6682,"Medio",8,8,0,0
"266",9002,"09","Azcapotzalco","414 711",-1.9904,"Muy bajo",6,6,0,0
"267",9003,"09","Coyoacán","620 416",-2.1074,"Muy bajo",8,7,1,0
"268",9004,"09","Cuajimalpa de Morelos","186 391",-1.8315,"Muy bajo",11,11,0,0
"269",9005,"09","Gustavo A. Madero","1 185 772",-1.8165,"Muy bajo",33,29,4,0
"270",9006,"09","Iztacalco","384 326",-1.93,"Muy bajo",6,4,2,0
"271",9007,"09","Iztapalapa","1 815 786",-1.6624,"Muy bajo",32,27,5,0
"272",9008,"09","La Magdalena Contreras","239 086",-1.7536,"Muy bajo",2,2,0,0
"273",9009,"09","Milpa Alta","130 582",-1.1154,"Bajo",3,3,0,0
"274",9010,"09","Álvaro Obregón","727 034",-1.8951,"Muy bajo",3,3,0,0
"275",9011,"09","Tláhuac","360 265",-1.644,"Muy bajo",4,4,0,0
"276",9012,"09","Tlalpan","650 567",-1.7942,"Muy bajo",23,22,1,0
"277",9013,"09","Xochimilco","415 007",-1.6433,"Muy bajo",7,7,0,0
"278",9014,"09","Benito Juárez","385 439",-2.3418,"Muy bajo",5,5,0,0
"279",9015,"09","Cuauhtémoc","531 831",-2.042,"Muy bajo",21,21,0,0
"280",9016,"09","Miguel Hidalgo","372 889",-2.1342,"Muy bajo",4,4,0,0
"281",9017,"09","Venustiano Carranza","430 978",-1.9083,"Muy bajo",23,23,0,0
"282",10001,"10","Canatlán","31 401",-0.8037,"Bajo",11,10,1,0
"283",10002,"10","Canelas","4 122",1.6123,"Muy alto",1,1,0,0
"284",10003,"10","Coneto de Comonfort","4 530",-0.0664,"Medio",0,0,0,0
"285",10004,"10","Cuencamé","33 664",-0.7235,"Bajo",8,6,2,0
"286",10005,"10","Durango","582 267",-1.6361,"Muy bajo",151,118,32,1
"287",10006,"10","General Simón Bolívar","10 629",-0.1075,"Medio",0,0,0,0
"288",10007,"10","Gómez Palacio","327 985",-1.5511,"Muy bajo",277,268,9,0
"289",10008,"10","Guadalupe Victoria","34 052",-1.0871,"Bajo",9,3,6,0
"290",10009,"10","Guanaceví","10 149",0.3038,"Medio",1,1,0,0
"291",10010,"10","Hidalgo","4 265",-0.5458,"Medio",0,0,0,0
"292",10011,"10","Indé","5 280",-0.4916,"Medio",0,0,0,0
"293",10012,"10","Lerdo","141 043",-1.3686,"Muy bajo",96,93,1,2
"294",10013,"10","Mapimí","25 137",-0.6669,"Medio",6,6,0,0
"295",10014,"10","Mezquital","33 396",3.3968,"Muy alto",7,5,0,2
"296",10015,"10","Nazas","12 411",-0.4836,"Medio",0,0,0,0
"297",10016,"10","Nombre de Dios","18 488",-0.6734,"Medio",13,7,6,0
"298",10017,"10","Ocampo","9 626",-0.4238,"Medio",5,5,0,0
"299",10018,"10","El Oro","11 320",-0.9389,"Bajo",7,7,0,0
"300",10019,"10","Otáez","5 208",1.5901,"Muy alto",2,2,0,0
"301",10020,"10","Pánuco de Coronado","11 927",-0.6524,"Medio",3,3,0,0
"302",10021,"10","Peñón Blanco","10 473",-0.5682,"Medio",2,2,0,0
"303",10022,"10","Poanas","24 918",-0.8015,"Bajo",15,11,4,0
"304",10023,"10","Pueblo Nuevo","49 162",0.2605,"Medio",41,28,13,0
"305",10024,"10","Rodeo","12 788",-0.5393,"Medio",2,2,0,0
"306",10025,"10","San Bernardo","3 433",0.1391,"Medio",3,2,1,0
"307",10026,"10","San Dimas","19 691",0.2768,"Medio",26,11,15,0
"308",10027,"10","San Juan de Guadalupe","5 947",0.0442,"Medio",0,0,0,0
"309",10028,"10","San Juan del Río","11 855",-0.4403,"Medio",0,0,0,0
"310",10029,"10","San Luis del Cordero","2 181",-0.4363,"Medio",0,0,0,0
"311",10030,"10","San Pedro del Gallo","1 709",-0.4323,"Medio",0,0,0,0
"312",10031,"10","Santa Clara","7 003",-0.2016,"Medio",3,0,3,0
"313",10032,"10","Santiago Papasquiaro","44 966",-0.6266,"Medio",89,73,16,0
"314",10033,"10","Súchil","6 761",0.0178,"Medio",2,2,0,0
"315",10034,"10","Tamazula","26 368",1.6304,"Muy alto",7,7,0,0
"316",10035,"10","Tepehuanes","10 745",0.1827,"Medio",11,5,6,0
"317",10036,"10","Tlahualilo","22 244",-0.8201,"Bajo",7,7,0,0
"318",10037,"10","Topia","8 581",0.9465,"Muy alto",2,2,0,0
"319",10038,"10","Vicente Guerrero","21 117",-1.0754,"Bajo",26,21,4,1
"320",10039,"10","Nuevo Ideal","26 092",-0.7596,"Bajo",0,0,0,0
"321",11001,"11","Abasolo","84 332",-0.1815,"Medio",0,0,0,0
"322",11002,"11","Acámbaro","109 030",-0.7931,"Bajo",8,8,0,0
"323",11003,"11","San Miguel de Allende","160 383",-0.3893,"Medio",4,3,0,1
"324",11004,"11","Apaseo el Alto","64 433",-0.4758,"Medio",3,3,0,0
"325",11005,"11","Apaseo el Grande","85 319",-0.6281,"Medio",2,2,0,0
"326",11006,"11","Atarjea","5 610",0.8859,"Alto",0,0,0,0
"327",11007,"11","Celaya","468 469",-1.4084,"Muy bajo",42,41,1,0
"328",11008,"11","Manuel Doblado","37 145",-0.2003,"Medio",0,0,0,0
"329",11009,"11","Comonfort","77 794",-0.1798,"Medio",4,3,1,0
"330",11010,"11","Coroneo","11 691",-0.2009,"Medio",1,1,0,0
"331",11011,"11","Cortazar","88 397",-0.9995,"Bajo",7,7,0,0
"332",11012,"11","Cuerámaro","27 308",-0.4753,"Medio",1,1,0,0
"333",11013,"11","Doctor Mora","23 324",6e-04,"Medio",0,0,0,0
"334",11014,"11","Dolores Hidalgo Cuna de la Independencia Nacional","148 173",-0.1442,"Medio",1,1,0,0
"335",11015,"11","Guanajuato","171 709",-1.2725,"Muy bajo",4,4,0,0
"336",11016,"11","Huanímaro","20 117",-0.4229,"Medio",0,0,0,0
"337",11017,"11","Irapuato","529 440",-1.2871,"Muy bajo",3,2,1,0
"338",11018,"11","Jaral del Progreso","36 584",-0.8219,"Bajo",2,2,0,0
"339",11019,"11","Jerécuaro","50 832",0.3706,"Medio",4,4,0,0
"340",11020,"11","León","1 436 480",-1.5008,"Muy bajo",23,23,0,0
"341",11021,"11","Moroleón","49 364",-1.3286,"Muy bajo",2,0,0,2
"342",11022,"11","Ocampo","22 683",0.0525,"Medio",0,0,0,0
"343",11023,"11","Pénjamo","149 936",-0.3232,"Medio",8,8,0,0
"344",11024,"11","Pueblo Nuevo","11 169",-0.295,"Medio",0,0,0,0
"345",11025,"11","Purísima del Rincón","68 795",-0.9966,"Bajo",0,0,0,0
"346",11026,"11","Romita","56 655",-0.2807,"Medio",1,1,0,0
"347",11027,"11","Salamanca","260 732",-1.2694,"Muy bajo",6,5,1,0
"348",11028,"11","Salvatierra","97 054",-0.6046,"Medio",5,5,0,0
