"","municip_code","state_code","municipality","total_pop","margin_index","marg_grade","deaths_total","deaths_execution","deaths_confront","deaths_aggression"
"2356",31064,"31","Sanahcat","1 619",0.1571,"Medio",0,0,0,0
"2357",31065,"31","San Felipe","1 839",-0.3383,"Medio",0,0,0,0
"2358",31066,"31","Santa Elena","3 833",0.4217,"Alto",0,0,0,0
"2359",31067,"31","Seyé","9 276",-0.1983,"Medio",0,0,0,0
"2360",31068,"31","Sinanché","3 126",-0.0408,"Medio",0,0,0,0
"2361",31069,"31","Sotuta","8 449",0.2844,"Medio",0,0,0,0
"2362",31070,"31","Sucilá","3 930",0.0333,"Medio",0,0,0,0
"2363",31071,"31","Sudzal","1 689",0.4144,"Alto",0,0,0,0
"2364",31072,"31","Suma","1 876",-0.0657,"Medio",0,0,0,0
"2365",31073,"31","Tahdziú","4 447",1.6604,"Muy alto",0,0,0,0
"2366",31074,"31","Tahmek","3 609",0.1015,"Medio",0,0,0,0
"2367",31075,"31","Teabo","6 205",0.7855,"Alto",0,0,0,0
"2368",31076,"31","Tecoh","16 200",0.333,"Medio",0,0,0,0
"2369",31077,"31","Tekal de Venegas","2 606",0.4707,"Alto",0,0,0,0
"2370",31078,"31","Tekantó","3 683",0.0347,"Medio",0,0,0,0
"2371",31079,"31","Tekax","40 547",0.0576,"Medio",0,0,0,0
"2372",31080,"31","Tekit","9 884",0.1383,"Medio",0,0,0,0
"2373",31081,"31","Tekom","3 100",0.6988,"Alto",0,0,0,0
"2374",31082,"31","Telchac Pueblo","3 557",-0.2188,"Medio",0,0,0,0
"2375",31083,"31","Telchac Puerto","1 726",-0.322,"Medio",0,0,0,0
"2376",31084,"31","Temax","6 817",-0.0011,"Medio",0,0,0,0
"2377",31085,"31","Temozón","14 801",0.5657,"Alto",0,0,0,0
"2378",31086,"31","Tepakán","2 226",0.3692,"Medio",0,0,0,0
"2379",31087,"31","Tetiz","4 725",0.7685,"Alto",0,0,0,0
"2380",31088,"31","Teya","1 977",0.2737,"Medio",0,0,0,0
"2381",31089,"31","Ticul","37 685",-0.5568,"Medio",0,0,0,0
"2382",31090,"31","Timucuy","6 833",0.5639,"Alto",0,0,0,0
"2383",31091,"31","Tinum","11 421",0.3289,"Medio",0,0,0,0
"2384",31092,"31","Tixcacalcupul","6 665",1.1779,"Muy alto",0,0,0,0
"2385",31093,"31","Tixkokob","17 176",-0.6442,"Medio",0,0,0,0
"2386",31094,"31","Tixmehuac","4 746",0.9266,"Alto",0,0,0,0
"2387",31095,"31","Tixpéhual","5 388",-0.3793,"Medio",0,0,0,0
"2388",31096,"31","Tizimín","73 138",0.1437,"Medio",0,0,0,0
"2389",31097,"31","Tunkás","3 464",0.6548,"Alto",0,0,0,0
"2390",31098,"31","Tzucacab","14 011",0.3198,"Medio",0,0,0,0
"2391",31099,"31","Uayma","3 782",0.8329,"Alto",0,0,0,0
"2392",31100,"31","Ucú","3 469",-0.1828,"Medio",0,0,0,0
"2393",31101,"31","Umán","50 993",-0.7625,"Bajo",0,0,0,0
"2394",31102,"31","Valladolid","74 217",-0.1383,"Medio",0,0,0,0
"2395",31103,"31","Xocchel","3 236",0.3016,"Medio",0,0,0,0
"2396",31104,"31","Yaxcabá","14 802",1.23,"Muy alto",0,0,0,0
"2397",31105,"31","Yaxkukul","2 868",-0.3221,"Medio",0,0,0,0
"2398",31106,"31","Yobaín","2 137",0.0743,"Medio",0,0,0,0
"2399",32001,"32","Apozol","6 314",-0.3812,"Medio",0,0,0,0
"2400",32002,"32","Apulco","5 005",-0.2445,"Medio",0,0,0,0
"2401",32003,"32","Atolinga","2 692",-0.4087,"Medio",0,0,0,0
"2402",32004,"32","Benito Juárez","4 372",-0.5223,"Medio",0,0,0,0
"2403",32005,"32","Calera","39 917",-1.1817,"Bajo",1,1,0,0
"2404",32006,"32","Cañitas de Felipe Pescador","8 239",-0.9249,"Bajo",0,0,0,0
"2405",32007,"32","Concepción del Oro","12 803",-1.0033,"Bajo",0,0,0,0
"2406",32008,"32","Cuauhtémoc","11 915",-0.7434,"Bajo",0,0,0,0
"2407",32009,"32","Chalchihuites","10 565",-0.3541,"Medio",5,5,0,0
"2408",32010,"32","Fresnillo","213 139",-1.0259,"Bajo",5,1,4,0
"2409",32011,"32","Trinidad García de la Cadena","3 013",-0.7126,"Bajo",0,0,0,0
"2410",32012,"32","Genaro Codina","8 104",-0.2502,"Medio",0,0,0,0
"2411",32013,"32","General Enrique Estrada","5 894",-0.6709,"Medio",0,0,0,0
"2412",32014,"32","General Francisco R. Murguía","21 974",-0.2654,"Medio",0,0,0,0
"2413",32015,"32","El Plateado de Joaquín Amaro","1 609",-0.0179,"Medio",0,0,0,0
"2414",32016,"32","General Pánfilo Natera","22 346",-0.1531,"Medio",0,0,0,0
"2415",32017,"32","Guadalupe","159 991",-1.7193,"Muy bajo",4,0,4,0
"2416",32018,"32","Huanusco","4 306",-0.4826,"Medio",0,0,0,0
"2417",32019,"32","Jalpa","23 557",-0.9639,"Bajo",0,0,0,0
"2418",32020,"32","Jerez","57 610",-1.153,"Bajo",1,0,1,0
"2419",32021,"32","Jiménez del Teul","4 584",0.5722,"Alto",1,0,0,1
"2420",32022,"32","Juan Aldama","20 543",-0.9628,"Bajo",1,1,0,0
"2421",32023,"32","Juchipila","12 284",-1.1272,"Bajo",0,0,0,0
"2422",32024,"32","Loreto","48 365",-0.7863,"Bajo",0,0,0,0
"2423",32025,"32","Luis Moya","12 234",-0.7839,"Bajo",0,0,0,0
"2424",32026,"32","Mazapil","17 813",0.2166,"Medio",0,0,0,0
"2425",32027,"32","Melchor Ocampo","2 662",0.1223,"Medio",0,0,0,0
"2426",32028,"32","Mezquital del Oro","2 584",-0.1449,"Medio",2,2,0,0
"2427",32029,"32","Miguel Auza","22 296",-0.8499,"Bajo",0,0,0,0
"2428",32030,"32","Momax","2 529",-0.673,"Medio",0,0,0,0
"2429",32031,"32","Monte Escobedo","8 929",-0.4151,"Medio",0,0,0,0
"2430",32032,"32","Morelos","11 493",-1.3644,"Muy bajo",0,0,0,0
"2431",32033,"32","Moyahua de Estrada","4 563",-0.5286,"Medio",0,0,0,0
"2432",32034,"32","Nochistlán de Mejía","27 932",-0.8599,"Bajo",0,0,0,0
"2433",32035,"32","Noria de Ángeles","15 607",-0.1078,"Medio",0,0,0,0
"2434",32036,"32","Ojocaliente","40 740",-0.705,"Bajo",0,0,0,0
"2435",32037,"32","Pánuco","16 875",-0.4161,"Medio",2,2,0,0
"2436",32038,"32","Pinos","69 844",0.0131,"Medio",0,0,0,0
"2437",32039,"32","Río Grande","62 693",-0.9052,"Bajo",3,3,0,0
"2438",32040,"32","Sain Alto","21 533",-0.2103,"Medio",0,0,0,0
"2439",32041,"32","El Salvador","2 710",0.177,"Medio",0,0,0,0
"2440",32042,"32","Sombrerete","61 188",-0.684,"Medio",5,5,0,0
"2441",32043,"32","Susticacán","1 360",-0.299,"Medio",0,0,0,0
"2442",32044,"32","Tabasco","15 656",-0.648,"Medio",0,0,0,0
"2443",32045,"32","Tepechitlán","8 215",-0.4802,"Medio",0,0,0,0
"2444",32046,"32","Tepetongo","7 090",-0.3456,"Medio",0,0,0,0
"2445",32047,"32","Teúl de González Ortega","5 506",-0.8231,"Bajo",0,0,0,0
"2446",32048,"32","Tlaltenango de Sánchez Román","25 493",-0.8516,"Bajo",0,0,0,0
"2447",32049,"32","Valparaíso","33 323",-0.2312,"Medio",0,0,0,0
"2448",32050,"32","Vetagrande","9 353",-0.6846,"Medio",0,0,0,0
"2449",32051,"32","Villa de Cos","34 328",-0.4166,"Medio",0,0,0,0
"2450",32052,"32","Villa García","18 269",-0.7507,"Bajo",0,0,0,0
"2451",32053,"32","Villa González Ortega","12 893",-0.5827,"Medio",0,0,0,0
"2452",32054,"32","Villa Hidalgo","18 490",-0.112,"Medio",0,0,0,0
"2453",32055,"32","Villanueva","29 395",-0.7749,"Bajo",1,0,1,0
"2454",32056,"32","Zacatecas","138 176",-1.8596,"Muy bajo",5,2,2,1
"2455",32057,"32","Trancoso","16 934",-0.9055,"Bajo",1,1,0,0
"2456",32058,"32","Santa María de la Paz","2 821",-0.4018,"Medio",0,0,0,0
